,Age,Occupation,Race,Sex,HoursPerWeek,EducationNum
23507,19, Other-service, White, Female,20,9
23508,24, Other-service, Asian-Pac-Islander, Male,32,13
23509,62, Farming-fishing, White, Male,40,9
23510,34, Other-service, White, Female,40,2
23511,47, Exec-managerial, White, Male,55,14
23512,58, Prof-specialty, White, Female,62,13
23513,23, Prof-specialty, White, Female,36,11
23514,33, Other-service, Black, Female,40,9
23515,76, Adm-clerical, White, Male,6,9
23516,40, Exec-managerial, White, Female,50,9
23517,28, Other-service, White, Female,50,4
23518,41, Tech-support, White, Female,40,10
23519,46, Protective-serv, White, Male,96,9
23520,22, Adm-clerical, White, Female,40,10
23521,29, Handlers-cleaners, White, Male,40,11
23522,26, Other-service, White, Male,40,9
23523,31, Adm-clerical, White, Male,40,13
23524,22, Other-service, White, Female,25,9
23525,41, Transport-moving, Black, Male,43,10
23526,29, Transport-moving, Other, Male,40,9
23527,60, Tech-support, White, Male,40,11
23528,72, Adm-clerical, White, Male,40,9
23529,41, Farming-fishing, White, Male,65,10
23530,19, Other-service, White, Female,25,10
23531,25, Other-service, White, Male,40,13
23532,24, Exec-managerial, White, Male,45,13
23533,59, Other-service, White, Male,30,5
23534,17, Craft-repair, White, Male,30,7
23535,59, ?, White, Male,40,13
23536,69, ?, White, Male,1,10
23537,25, Sales, White, Male,43,10
23538,50, ?, White, Male,60,9
23539,29, Other-service, White, Female,40,9
23540,43, Craft-repair, White, Male,55,9
23541,29, Other-service, White, Female,10,10
23542,29, Adm-clerical, Black, Male,40,10
23543,32, Protective-serv, White, Male,40,10
23544,17, ?, White, Male,6,6
23545,50, Exec-managerial, White, Male,45,9
23546,43, Exec-managerial, White, Male,50,10
23547,41, Machine-op-inspct, White, Female,40,9
23548,32, Exec-managerial, White, Female,40,13
23549,54, Prof-specialty, White, Female,45,14
23550,65, Exec-managerial, White, Male,40,9
23551,18, ?, Other, Female,40,9
23552,70, Exec-managerial, White, Male,40,10
23553,53, Exec-managerial, White, Male,55,14
23554,37, Exec-managerial, White, Male,60,13
23555,21, Transport-moving, White, Male,30,10
23556,20, Machine-op-inspct, White, Male,40,9
23557,47, Adm-clerical, White, Male,38,9
23558,26, Exec-managerial, White, Male,45,9
23559,31, Prof-specialty, White, Male,50,15
23560,45, Transport-moving, White, Male,40,10
23561,35, Adm-clerical, White, Female,40,9
23562,55, Exec-managerial, White, Male,45,13
23563,49, Prof-specialty, White, Male,50,14
23564,33, Other-service, Asian-Pac-Islander, Male,40,9
23565,30, Exec-managerial, White, Male,55,15
23566,19, Other-service, White, Male,15,10
23567,48, Exec-managerial, White, Male,60,13
23568,41, Craft-repair, White, Male,40,10
23569,29, Tech-support, White, Male,35,13
23570,47, Prof-specialty, White, Male,48,14
23571,53, Exec-managerial, Black, Male,40,14
23572,19, Adm-clerical, White, Female,10,10
23573,71, Other-service, White, Female,16,9
23574,29, Sales, White, Female,25,10
23575,43, Other-service, White, Male,40,10
23576,23, Exec-managerial, White, Female,30,13
23577,52, Adm-clerical, White, Female,40,10
23578,56, Sales, White, Male,40,13
23579,28, Craft-repair, White, Male,40,6
23580,44, Prof-specialty, White, Male,80,13
23581,37, Prof-specialty, White, Female,40,13
23582,30, Exec-managerial, White, Male,50,11
23583,31, Craft-repair, White, Male,40,9
23584,20, Sales, White, Female,25,10
23585,64, Sales, White, Male,65,9
23586,45, Other-service, White, Male,40,9
23587,40, Exec-managerial, White, Male,50,10
23588,19, Handlers-cleaners, White, Male,52,9
23589,54, Exec-managerial, White, Male,45,13
23590,61, Exec-managerial, Asian-Pac-Islander, Male,40,16
23591,18, Other-service, White, Female,20,7
23592,62, ?, White, Male,40,9
23593,33, Craft-repair, White, Male,40,11
23594,51, Other-service, Black, Female,37,9
23595,54, Craft-repair, White, Male,40,9
23596,24, Protective-serv, White, Male,24,10
23597,54, Exec-managerial, White, Female,40,10
23598,42, Exec-managerial, White, Male,45,13
23599,51, Sales, White, Male,50,14
23600,41, Adm-clerical, Black, Female,40,10
23601,47, Exec-managerial, White, Male,40,12
23602,31, Adm-clerical, White, Female,40,10
23603,21, Craft-repair, Black, Male,40,11
23604,52, Exec-managerial, White, Female,40,10
23605,20, Prof-specialty, White, Female,15,10
23606,18, Sales, White, Female,25,9
23607,58, Priv-house-serv, Asian-Pac-Islander, Female,60,9
23608,23, Adm-clerical, White, Female,40,9
23609,21, Sales, White, Female,20,10
23610,43, Protective-serv, White, Male,40,11
23611,53, Machine-op-inspct, White, Male,40,9
23612,18, Exec-managerial, White, Female,40,9
23613,44, Exec-managerial, White, Male,40,13
23614,31, Prof-specialty, White, Male,50,13
23615,48, Other-service, White, Male,40,2
23616,55, Prof-specialty, White, Female,35,14
23617,24, Adm-clerical, Black, Female,20,10
23618,41, Prof-specialty, White, Male,40,14
23619,35, Craft-repair, White, Male,40,9
23620,47, Adm-clerical, White, Female,40,11
23621,54, Sales, White, Male,32,10
23622,40, Sales, White, Male,40,13
23623,56, Sales, White, Female,48,10
23624,23, Tech-support, White, Male,40,11
23625,34, Craft-repair, White, Male,60,9
23626,27, Craft-repair, Black, Male,40,9
23627,32, Prof-specialty, White, Male,40,13
23628,72, Farming-fishing, White, Male,74,10
23629,43, Transport-moving, White, Male,40,8
23630,32, Prof-specialty, Black, Female,35,12
23631,53, Adm-clerical, White, Male,40,10
23632,18, Other-service, White, Male,10,8
23633,38, Transport-moving, Black, Male,40,6
23634,41, Adm-clerical, Black, Female,40,11
23635,29, Craft-repair, White, Male,45,9
23636,70, ?, White, Male,4,10
23637,46, Exec-managerial, White, Female,50,13
23638,47, Adm-clerical, White, Female,40,10
23639,56, Adm-clerical, White, Female,15,10
23640,28, Craft-repair, Black, Male,40,9
23641,55, Prof-specialty, White, Male,40,15
23642,50, Prof-specialty, White, Male,40,13
23643,47, Adm-clerical, White, Female,40,7
23644,42, Exec-managerial, White, Male,40,9
23645,22, Machine-op-inspct, White, Male,25,10
23646,42, Other-service, White, Male,44,3
23647,42, Exec-managerial, Asian-Pac-Islander, Female,40,10
23648,46, Exec-managerial, White, Female,40,9
23649,45, Sales, Black, Male,99,10
23650,55, Exec-managerial, Asian-Pac-Islander, Male,55,9
23651,57, Protective-serv, White, Male,40,13
23652,25, Craft-repair, White, Male,40,8
23653,43, Transport-moving, White, Male,30,9
23654,34, Farming-fishing, White, Male,60,13
23655,27, Prof-specialty, White, Female,40,13
23656,25, Machine-op-inspct, White, Female,40,9
23657,37, Exec-managerial, White, Female,40,10
23658,48, Sales, White, Male,45,10
23659,38, Other-service, White, Male,45,9
23660,17, Craft-repair, White, Male,30,6
23661,70, Machine-op-inspct, White, Male,50,11
23662,37, Adm-clerical, White, Female,37,9
23663,45, Craft-repair, White, Male,46,9
23664,56, Sales, White, Male,55,9
23665,64, Machine-op-inspct, White, Male,40,9
23666,35, Adm-clerical, White, Female,38,10
23667,23, Sales, White, Male,40,9
23668,42, Protective-serv, White, Male,90,9
23669,23, Handlers-cleaners, White, Male,30,10
23670,26, ?, White, Male,12,10
23671,56, Transport-moving, White, Male,40,9
23672,41, Prof-specialty, White, Male,40,13
23673,47, Sales, White, Male,50,3
23674,21, Handlers-cleaners, White, Male,40,10
23675,29, Craft-repair, Black, Male,40,9
23676,32, Farming-fishing, White, Male,50,10
23677,72, Other-service, Black, Female,20,5
23678,69, Prof-specialty, White, Male,40,15
23679,19, Adm-clerical, White, Male,25,10
23680,25, Craft-repair, White, Male,25,13
23681,56, Sales, White, Male,50,10
23682,42, Prof-specialty, White, Female,50,14
23683,58, Exec-managerial, White, Female,35,13
23684,24, Tech-support, White, Male,40,13
23685,41, Tech-support, White, Female,38,11
23686,40, Exec-managerial, White, Male,40,6
23687,37, Other-service, White, Male,45,9
23688,25, Adm-clerical, White, Female,40,12
23689,43, Sales, Asian-Pac-Islander, Female,40,13
23690,36, Craft-repair, White, Male,40,9
23691,41, Machine-op-inspct, White, Male,40,9
23692,31, Prof-specialty, White, Female,40,13
23693,22, Exec-managerial, White, Female,40,9
23694,36, Craft-repair, White, Male,40,11
23695,42, Machine-op-inspct, White, Male,40,6
23696,29, Craft-repair, White, Male,60,9
23697,25, Adm-clerical, White, Female,46,9
23698,23, Exec-managerial, White, Male,40,13
23699,34, Sales, Black, Female,20,9
23700,27, Adm-clerical, White, Male,45,9
23701,32, Sales, Black, Male,50,13
23702,33, Prof-specialty, White, Male,40,10
23703,38, Exec-managerial, White, Female,55,13
23704,21, Machine-op-inspct, White, Male,30,10
23705,39, Craft-repair, White, Male,40,11
23706,50, Exec-managerial, White, Male,40,13
23707,32, Adm-clerical, White, Male,30,10
23708,40, Exec-managerial, White, Male,40,9
23709,58, Exec-managerial, White, Male,40,10
23710,20, Adm-clerical, White, Female,20,9
23711,63, ?, White, Female,40,9
23712,56, Adm-clerical, White, Male,50,13
23713,30, Protective-serv, White, Male,40,13
23714,39, Exec-managerial, White, Female,39,10
23715,25, Prof-specialty, White, Male,50,12
23716,33, Machine-op-inspct, White, Male,40,9
23717,41, Prof-specialty, White, Male,40,13
23718,50, Craft-repair, White, Male,40,10
23719,44, Transport-moving, White, Male,40,10
23720,27, Exec-managerial, White, Male,40,13
23721,27, Prof-specialty, Asian-Pac-Islander, Male,40,13
23722,58, Machine-op-inspct, White, Male,40,3
23723,25, Tech-support, White, Male,15,10
23724,31, Machine-op-inspct, Amer-Indian-Eskimo, Female,40,9
23725,39, Exec-managerial, White, Male,50,9
23726,55, Craft-repair, White, Male,40,11
23727,22, Other-service, White, Female,12,11
23728,44, Exec-managerial, White, Male,40,12
23729,41, ?, White, Female,5,11
23730,44, Transport-moving, White, Female,40,8
23731,61, Farming-fishing, White, Male,54,4
23732,32, Machine-op-inspct, White, Male,40,11
23733,35, Exec-managerial, White, Male,45,13
23734,28, Craft-repair, White, Male,40,10
23735,57, Exec-managerial, Asian-Pac-Islander, Male,40,13
23736,32, Prof-specialty, White, Male,65,16
23737,46, Other-service, Black, Female,40,4
23738,26, Other-service, White, Female,20,9
23739,43, Craft-repair, White, Male,40,9
23740,62, Other-service, White, Female,35,9
23741,60, Prof-specialty, Asian-Pac-Islander, Male,38,14
23742,67, Sales, White, Female,20,9
23743,19, Sales, Black, Female,30,9
23744,55, ?, White, Female,40,9
23745,48, Craft-repair, White, Male,65,6
23746,19, Adm-clerical, White, Female,20,9
23747,19, Other-service, White, Female,30,10
23748,43, Exec-managerial, White, Female,40,9
23749,31, Prof-specialty, White, Female,90,16
23750,65, Exec-managerial, White, Female,45,10
23751,32, Machine-op-inspct, White, Female,40,9
23752,36, Prof-specialty, White, Male,40,14
23753,41, Machine-op-inspct, White, Male,40,9
23754,33, Protective-serv, White, Male,40,10
23755,72, ?, White, Male,12,6
23756,34, Sales, White, Male,50,13
23757,27, Craft-repair, White, Male,45,10
23758,75, Exec-managerial, White, Male,50,7
23759,39, ?, White, Female,15,6
23760,51, Craft-repair, White, Male,40,9
23761,47, Farming-fishing, White, Male,40,9
23762,31, Prof-specialty, White, Male,40,10
23763,40, Exec-managerial, White, Female,40,14
23764,48, Sales, White, Female,30,9
23765,36, Protective-serv, Black, Male,40,13
23766,18, Other-service, White, Male,20,9
23767,33, Exec-managerial, White, Female,40,9
23768,34, Sales, White, Male,40,14
23769,51, Craft-repair, White, Male,48,10
23770,39, Prof-specialty, White, Female,40,12
23771,20, Other-service, White, Male,35,9
23772,67, Adm-clerical, Black, Female,20,10
23773,42, Adm-clerical, White, Female,60,11
23774,59, Machine-op-inspct, White, Male,40,7
23775,31, Protective-serv, Black, Male,40,9
23776,19, Other-service, Black, Female,30,10
23777,47, Exec-managerial, White, Female,48,10
23778,68, Other-service, White, Male,30,4
23779,30, Handlers-cleaners, White, Male,40,10
23780,34, Handlers-cleaners, White, Male,60,9
23781,49, Machine-op-inspct, White, Male,40,4
23782,38, Craft-repair, White, Male,40,10
23783,60, Sales, White, Male,40,10
23784,51, Sales, White, Male,40,10
23785,24, Adm-clerical, White, Male,40,13
23786,18, Handlers-cleaners, Black, Female,35,10
23787,24, Exec-managerial, White, Female,40,13
23788,21, Other-service, White, Male,40,3
23789,48, Tech-support, White, Female,40,9
23790,52, Other-service, White, Female,40,5
23791,48, Handlers-cleaners, White, Male,40,9
23792,40, Prof-specialty, White, Male,66,13
23793,29, ?, White, Female,48,7
23794,20, Tech-support, White, Female,20,10
23795,31, Sales, White, Female,25,9
23796,30, Exec-managerial, White, Male,50,10
23797,30, Craft-repair, White, Male,40,9
23798,51, Handlers-cleaners, White, Female,40,9
23799,29, Exec-managerial, White, Female,40,11
23800,56, Sales, White, Male,16,14
23801,46, Tech-support, White, Female,40,13
23802,41, Prof-specialty, White, Female,40,10
23803,29, Other-service, White, Female,40,3
23804,48, Exec-managerial, Asian-Pac-Islander, Male,30,9
23805,34, Sales, White, Female,50,9
23806,42, Exec-managerial, White, Male,50,11
23807,25, Other-service, White, Female,30,9
23808,47, Other-service, Black, Female,40,7
23809,23, Sales, White, Male,40,9
23810,43, Transport-moving, White, Male,22,11
23811,19, Other-service, Black, Female,35,10
23812,22, Handlers-cleaners, White, Male,40,9
23813,40, Prof-specialty, White, Female,70,13
23814,41, Craft-repair, White, Male,40,11
23815,71, Exec-managerial, White, Male,60,13
23816,42, Adm-clerical, White, Male,45,9
23817,31, Adm-clerical, White, Male,47,13
23818,69, ?, White, Male,32,10
23819,58, Farming-fishing, White, Male,70,9
23820,36, Other-service, Black, Female,12,7
23821,31, Transport-moving, White, Male,65,9
23822,20, ?, Other, Female,35,10
23823,41, Adm-clerical, White, Female,40,9
23824,35, Craft-repair, White, Male,40,10
23825,62, ?, White, Male,40,4
23826,28, Prof-specialty, White, Female,15,13
23827,27, Farming-fishing, White, Male,55,8
23828,17, Handlers-cleaners, White, Male,40,7
23829,35, Sales, White, Male,50,9
23830,45, Other-service, White, Female,99,10
23831,44, Adm-clerical, White, Female,40,13
23832,27, Other-service, Asian-Pac-Islander, Female,40,11
23833,51, Craft-repair, White, Male,40,5
23834,49, Other-service, White, Female,45,9
23835,64, Prof-specialty, White, Male,10,6
23836,54, Transport-moving, White, Male,45,4
23837,43, Craft-repair, Other, Male,40,9
23838,32, Craft-repair, White, Male,35,9
23839,36, Sales, Black, Male,43,12
23840,26, Sales, Asian-Pac-Islander, Male,50,9
23841,37, Exec-managerial, White, Male,50,13
23842,38, Adm-clerical, White, Female,40,12
23843,26, Craft-repair, White, Male,40,8
23844,50, Craft-repair, White, Male,50,13
23845,47, Craft-repair, White, Male,40,10
23846,42, Machine-op-inspct, White, Female,40,9
23847,66, Transport-moving, Black, Female,40,9
23848,43, Adm-clerical, Black, Female,32,9
23849,37, Prof-specialty, White, Male,45,13
23850,37, Exec-managerial, White, Female,35,6
23851,25, Tech-support, White, Female,40,10
23852,29, Craft-repair, White, Male,50,13
23853,63, ?, White, Male,40,9
23854,50, Machine-op-inspct, White, Male,40,12
23855,42, Prof-specialty, White, Male,70,14
23856,32, Craft-repair, White, Male,40,9
23857,42, Protective-serv, White, Male,40,10
23858,41, Exec-managerial, White, Male,50,9
23859,25, Sales, White, Male,40,13
23860,65, Sales, White, Male,50,9
23861,32, Machine-op-inspct, White, Male,50,10
23862,32, Craft-repair, White, Male,10,9
23863,24, Craft-repair, White, Male,60,10
23864,51, Exec-managerial, White, Female,40,9
23865,67, ?, Black, Female,35,6
23866,28, Other-service, White, Female,35,7
23867,32, Exec-managerial, White, Male,55,10
23868,77, Exec-managerial, White, Male,40,15
23869,47, Adm-clerical, White, Female,20,9
23870,26, Handlers-cleaners, White, Male,40,9
23871,20, Handlers-cleaners, White, Male,20,10
23872,57, Prof-specialty, Black, Male,35,10
23873,40, Prof-specialty, White, Male,45,16
23874,50, Sales, White, Male,40,14
23875,19, Handlers-cleaners, White, Male,45,4
23876,54, Adm-clerical, White, Male,40,8
23877,51, Protective-serv, White, Male,40,10
23878,51, Adm-clerical, White, Male,50,13
23879,38, Protective-serv, White, Male,40,10
23880,68, ?, White, Male,25,13
23881,17, Sales, White, Female,20,8
23882,32, Exec-managerial, White, Male,40,13
23883,29, Craft-repair, White, Male,45,10
23884,42, Sales, White, Male,40,10
23885,40, Exec-managerial, White, Female,40,9
23886,27, Craft-repair, White, Male,40,10
23887,22, Prof-specialty, White, Female,20,13
23888,58, Other-service, White, Female,40,7
23889,61, Sales, White, Male,45,13
23890,42, Craft-repair, Black, Female,35,13
23891,49, Protective-serv, Asian-Pac-Islander, Male,40,14
23892,41, Exec-managerial, White, Male,40,13
23893,43, Machine-op-inspct, Black, Female,40,9
23894,46, Sales, White, Male,40,13
23895,28, Transport-moving, White, Male,45,9
23896,39, Sales, White, Male,50,10
23897,50, Craft-repair, White, Male,40,10
23898,57, Adm-clerical, White, Male,40,10
23899,47, Other-service, White, Female,38,9
23900,79, Farming-fishing, White, Male,40,9
23901,40, Priv-house-serv, White, Female,45,9
23902,35, Prof-specialty, Asian-Pac-Islander, Male,40,13
23903,35, Exec-managerial, White, Male,80,13
23904,30, Other-service, White, Male,60,13
23905,26, Farming-fishing, Black, Male,40,6
23906,49, Transport-moving, Black, Female,40,9
23907,48, Craft-repair, White, Male,40,9
23908,22, Other-service, White, Male,45,10
23909,22, Other-service, White, Female,30,7
23910,50, Adm-clerical, Black, Female,47,6
23911,47, Farming-fishing, White, Male,60,9
23912,36, Transport-moving, White, Male,50,9
23913,44, Craft-repair, White, Male,40,12
23914,73, Other-service, White, Female,9,5
23915,24, ?, Asian-Pac-Islander, Female,45,9
23916,34, Prof-specialty, White, Male,40,13
23917,37, Craft-repair, Asian-Pac-Islander, Male,40,10
23918,28, ?, White, Female,20,8
23919,46, Adm-clerical, White, Female,40,10
23920,20, ?, White, Female,35,10
23921,29, Farming-fishing, White, Male,40,3
23922,24, Craft-repair, White, Male,40,11
23923,29, Prof-specialty, White, Male,35,10
23924,18, Adm-clerical, White, Female,20,8
23925,41, Exec-managerial, Black, Female,90,13
23926,59, Craft-repair, White, Male,40,9
23927,27, Farming-fishing, White, Male,50,3
23928,50, Craft-repair, White, Male,45,12
23929,25, Machine-op-inspct, White, Male,24,2
23930,42, Exec-managerial, White, Female,45,13
23931,36, Craft-repair, White, Male,40,10
23932,62, Adm-clerical, White, Male,60,10
23933,71, Adm-clerical, White, Female,40,11
23934,38, Exec-managerial, White, Male,55,13
23935,44, Adm-clerical, Black, Female,40,9
23936,19, ?, White, Male,30,6
23937,49, Farming-fishing, White, Male,60,10
23938,60, Prof-specialty, White, Male,40,13
23939,28, Exec-managerial, White, Male,40,9
23940,26, Sales, White, Female,55,13
23941,18, Handlers-cleaners, White, Male,12,7
23942,43, Craft-repair, White, Male,50,11
23943,65, Exec-managerial, White, Male,44,8
23944,23, Craft-repair, White, Male,44,6
23945,21, Other-service, White, Female,35,10
23946,20, Farming-fishing, White, Male,40,9
23947,19, Sales, Asian-Pac-Islander, Female,18,10
23948,77, Adm-clerical, White, Female,32,9
23949,32, Tech-support, White, Male,40,11
23950,37, Transport-moving, White, Male,30,10
23951,29, Transport-moving, White, Male,45,9
23952,59, Prof-specialty, White, Male,45,16
23953,22, Craft-repair, White, Male,40,10
23954,30, ?, White, Female,20,13
23955,31, Craft-repair, White, Male,48,9
23956,59, Sales, White, Male,60,9
23957,29, Other-service, White, Female,40,10
23958,56, Craft-repair, White, Male,50,9
23959,19, Adm-clerical, White, Female,20,10
23960,37, Farming-fishing, White, Male,40,9
23961,58, Exec-managerial, White, Male,40,14
23962,41, Exec-managerial, White, Male,40,14
23963,29, Sales, White, Male,38,9
23964,38, Exec-managerial, White, Male,50,9
23965,36, Prof-specialty, White, Male,50,14
23966,19, Craft-repair, White, Male,40,10
23967,46, Exec-managerial, White, Female,28,9
23968,42, Prof-specialty, White, Female,45,14
23969,29, Sales, White, Female,40,10
23970,42, Prof-specialty, White, Male,40,13
23971,29, Adm-clerical, White, Male,40,12
23972,47, Prof-specialty, White, Female,40,14
23973,37, Craft-repair, White, Male,40,7
23974,39, Farming-fishing, White, Male,45,9
23975,46, Sales, Black, Female,35,13
23976,28, Transport-moving, White, Male,40,12
23977,36, Farming-fishing, White, Male,56,10
23978,39, Adm-clerical, White, Female,40,9
23979,44, Prof-specialty, White, Male,40,10
23980,70, ?, White, Female,12,9
23981,60, Other-service, White, Male,40,9
23982,35, Exec-managerial, White, Female,50,13
23983,59, Craft-repair, Black, Male,48,13
23984,21, Sales, White, Female,60,10
23985,22, Prof-specialty, White, Female,16,12
23986,31, Exec-managerial, White, Male,50,10
23987,40, Exec-managerial, White, Male,50,13
23988,33, Sales, White, Male,45,9
23989,41, Prof-specialty, White, Male,60,14
23990,31, Other-service, White, Female,35,12
23991,62, Other-service, White, Male,40,11
23992,43, Prof-specialty, White, Female,35,9
23993,28, Prof-specialty, Black, Female,60,13
23994,43, Machine-op-inspct, Black, Male,40,6
23995,55, Sales, White, Male,55,14
23996,42, Other-service, White, Female,25,9
23997,23, Prof-specialty, White, Female,40,13
23998,55, Adm-clerical, White, Male,40,10
23999,44, Exec-managerial, White, Male,45,13
24000,19, Sales, Other, Female,32,7
24001,23, Machine-op-inspct, White, Male,40,9
24002,41, Craft-repair, White, Female,50,9
24003,63, ?, White, Male,20,9
24004,51, Handlers-cleaners, White, Female,40,9
24005,49, Transport-moving, White, Male,90,9
24006,29, Prof-specialty, Asian-Pac-Islander, Female,20,14
24007,25, Prof-specialty, White, Male,40,10
24008,44, Prof-specialty, White, Male,50,15
24009,17, Handlers-cleaners, White, Male,30,7
24010,42, Exec-managerial, White, Male,40,14
24011,21, Tech-support, White, Female,35,7
24012,26, Transport-moving, White, Male,40,10
24013,24, Prof-specialty, White, Male,40,10
24014,30, Exec-managerial, White, Male,42,13
24015,58, ?, White, Female,50,13
24016,19, Handlers-cleaners, White, Male,28,9
24017,65, Other-service, White, Female,24,4
24018,52, Tech-support, White, Male,60,10
24019,17, Handlers-cleaners, White, Male,20,6
24020,27, Other-service, White, Male,22,9
24021,53, Prof-specialty, White, Female,40,15
24022,24, Sales, White, Female,40,13
24023,37, Craft-repair, White, Male,40,10
24024,34, Adm-clerical, White, Female,18,11
24025,40, Exec-managerial, White, Male,50,12
24026,49, Craft-repair, White, Male,40,9
24027,86, Adm-clerical, White, Female,40,14
24028,49, Prof-specialty, White, Female,60,11
24029,43, Handlers-cleaners, White, Male,60,7
24030,47, Exec-managerial, White, Female,35,10
24031,32, Transport-moving, White, Male,50,9
24032,30, Farming-fishing, White, Male,60,11
24033,25, Craft-repair, White, Male,40,9
24034,42, Sales, White, Male,40,13
24035,60, Craft-repair, White, Male,65,10
24036,46, Craft-repair, White, Male,38,10
24037,39, Protective-serv, White, Male,40,10
24038,28, Tech-support, White, Male,70,12
24039,26, Craft-repair, White, Male,55,6
24040,27, Adm-clerical, White, Female,40,10
24041,59, Prof-specialty, White, Male,40,10
24042,64, Farming-fishing, White, Male,40,9
24043,90, Exec-managerial, White, Male,12,9
24044,51, Sales, White, Female,45,10
24045,36, Transport-moving, White, Male,40,9
24046,39, Machine-op-inspct, Other, Female,40,4
24047,30, ?, White, Male,25,9
24048,47, Prof-specialty, White, Male,40,14
24049,32, Exec-managerial, White, Male,60,14
24050,24, Adm-clerical, White, Female,40,12
24051,23, Sales, White, Male,30,9
24052,62, Other-service, White, Male,20,9
24053,48, ?, White, Female,20,10
24054,62, ?, White, Male,40,8
24055,35, Craft-repair, White, Male,65,13
24056,27, Prof-specialty, Asian-Pac-Islander, Male,40,13
24057,49, Machine-op-inspct, White, Female,35,10
24058,18, Sales, White, Male,20,6
24059,19, Other-service, White, Female,30,10
24060,63, Sales, White, Male,40,12
24061,54, Other-service, Black, Female,40,9
24062,24, Prof-specialty, White, Female,40,10
24063,61, Transport-moving, White, Male,50,6
24064,50, Sales, White, Male,48,9
24065,36, Sales, White, Male,40,13
24066,21, Adm-clerical, White, Male,50,10
24067,38, Prof-specialty, White, Male,50,15
24068,30, Exec-managerial, White, Male,40,10
24069,22, Craft-repair, White, Male,40,9
24070,33, Adm-clerical, Asian-Pac-Islander, Female,52,10
24071,39, Machine-op-inspct, White, Male,38,9
24072,42, Craft-repair, White, Male,50,9
24073,47, ?, White, Male,40,9
24074,42, Transport-moving, White, Male,33,13
24075,29, Exec-managerial, White, Male,40,13
24076,35, Sales, White, Male,55,13
24077,23, Other-service, White, Female,30,10
24078,28, Craft-repair, Amer-Indian-Eskimo, Male,60,10
24079,34, Adm-clerical, White, Female,40,9
24080,40, Adm-clerical, Black, Female,40,10
24081,67, Other-service, White, Female,30,9
24082,49, Other-service, White, Male,40,9
24083,34, Adm-clerical, White, Female,40,9
24084,60, ?, White, Male,40,13
24085,26, Exec-managerial, White, Male,35,13
24086,25, Machine-op-inspct, White, Male,40,9
24087,40, Exec-managerial, White, Female,30,10
24088,56, Farming-fishing, White, Male,40,9
24089,35, Sales, White, Male,45,12
24090,54, Craft-repair, White, Male,40,9
24091,25, Exec-managerial, White, Female,40,13
24092,28, Sales, White, Male,40,13
24093,31, Exec-managerial, White, Male,40,13
24094,45, Adm-clerical, White, Female,40,9
24095,52, Craft-repair, White, Male,40,9
24096,39, Prof-specialty, White, Female,50,14
24097,19, Sales, White, Male,40,9
24098,23, Adm-clerical, White, Male,40,8
24099,23, Craft-repair, White, Male,40,4
24100,52, Prof-specialty, White, Male,40,11
24101,33, Prof-specialty, White, Male,60,15
24102,35, Handlers-cleaners, Asian-Pac-Islander, Female,50,13
24103,58, Craft-repair, White, Male,40,9
24104,61, Craft-repair, White, Male,45,9
24105,39, Exec-managerial, White, Male,70,13
24106,38, Craft-repair, White, Male,40,7
24107,59, Exec-managerial, White, Male,40,9
24108,41, Exec-managerial, White, Male,50,13
24109,27, ?, White, Female,50,5
24110,19, Transport-moving, White, Male,10,7
24111,22, Handlers-cleaners, White, Male,20,10
24112,59, Exec-managerial, White, Female,40,12
24113,37, Craft-repair, White, Male,45,9
24114,31, Craft-repair, White, Male,43,8
24115,18, Handlers-cleaners, White, Male,40,7
24116,20, Sales, White, Female,35,10
24117,28, Transport-moving, White, Male,60,9
24118,28, Other-service, White, Female,30,10
24119,49, Exec-managerial, White, Male,40,13
24120,38, Protective-serv, White, Male,40,9
24121,19, Sales, White, Male,20,9
24122,43, Exec-managerial, White, Male,40,13
24123,28, Exec-managerial, Black, Male,40,9
24124,41, Adm-clerical, Black, Female,24,10
24125,50, Exec-managerial, White, Male,65,14
24126,46, Adm-clerical, White, Male,40,13
24127,20, Farming-fishing, White, Male,40,10
24128,45, Exec-managerial, White, Male,60,13
24129,28, Exec-managerial, White, Female,50,10
24130,37, Other-service, White, Female,40,10
24131,46, Prof-specialty, White, Male,50,16
24132,66, Handlers-cleaners, White, Male,40,9
24133,35, ?, White, Female,40,10
24134,38, Adm-clerical, White, Female,50,13
24135,25, Handlers-cleaners, White, Male,45,7
24136,55, Exec-managerial, White, Male,40,15
24137,48, Transport-moving, White, Male,40,4
24138,56, Craft-repair, White, Female,38,10
24139,47, Exec-managerial, White, Male,45,14
24140,55, Exec-managerial, White, Male,40,13
24141,41, Protective-serv, White, Male,40,12
24142,47, Sales, White, Male,65,10
24143,40, Exec-managerial, Amer-Indian-Eskimo, Male,43,9
24144,41, Sales, White, Male,40,13
24145,21, Sales, Other, Female,20,10
24146,52, Sales, White, Male,40,9
24147,62, Prof-specialty, White, Male,50,16
24148,46, Handlers-cleaners, White, Male,45,7
24149,21, ?, White, Male,20,10
24150,35, Prof-specialty, White, Male,40,13
24151,29, Adm-clerical, White, Female,40,9
24152,21, Other-service, White, Male,40,6
24153,35, Craft-repair, White, Male,50,9
24154,46, Sales, White, Male,50,13
24155,70, ?, White, Male,40,9
24156,35, Prof-specialty, Asian-Pac-Islander, Male,40,16
24157,34, Craft-repair, White, Male,60,10
24158,21, Machine-op-inspct, White, Male,30,11
24159,29, Farming-fishing, White, Male,60,9
